Codepoint,Form,Name
"B48","◌ୈ","ORIYA VOWEL SIGN AI"
"B4B","◌ୋ","ORIYA VOWEL SIGN O"
"B4C","◌ୌ","ORIYA VOWEL SIGN AU"
"B4D","◌୍","ORIYA SIGN VIRAMA"
"B55","◌୕","ORIYA SIGN OVERLINE"
"B56","◌ୖ","ORIYA AI LENGTH MARK"
"B57","◌ୗ","ORIYA AU LENGTH MARK"
"B62","◌ୢ","ORIYA VOWEL SIGN VOCALIC L"
"B63","◌ୣ","ORIYA VOWEL SIGN VOCALIC LL"
"B82","◌ஂ","TAMIL SIGN ANUSVARA"
"BBE","◌ா","TAMIL VOWEL SIGN AA"
"BBF","◌ி","TAMIL VOWEL SIGN I"
"BC0","◌ீ","TAMIL VOWEL SIGN II"
"BC1","◌ு","TAMIL VOWEL SIGN U"
"BC2","◌ூ","TAMIL VOWEL SIGN UU"
"BC6","◌ெ","TAMIL VOWEL SIGN E"
"BC7","◌ே","TAMIL VOWEL SIGN EE"
"BC8","◌ை","TAMIL VOWEL SIGN AI"
"BCA","◌ொ","TAMIL VOWEL SIGN O"
"BCB","◌ோ","TAMIL VOWEL SIGN OO"
"BCC","◌ௌ","TAMIL VOWEL SIGN AU"
"BCD","◌்","TAMIL SIGN VIRAMA"
"BD7","◌ௗ","TAMIL AU LENGTH MARK"
"C00","◌ఀ","TELUGU SIGN COMBINING CANDRABINDU ABOVE"
"C01","◌ఁ","TELUGU SIGN CANDRABINDU"
"C02","◌ం","TELUGU SIGN ANUSVARA"
"C03","◌ః","TELUGU SIGN VISARGA"
"C04","◌ఄ","TELUGU SIGN COMBINING ANUSVARA ABOVE"
"C3C","◌఼","TELUGU SIGN NUKTA"
"C3E","◌ా","TELUGU VOWEL SIGN AA"
"C3F","◌ి","TELUGU VOWEL SIGN I"
"C40","◌ీ","TELUGU VOWEL SIGN II"
"C41","◌ు","TELUGU VOWEL SIGN U"
"C42","◌ూ","TELUGU VOWEL SIGN UU"
"C43","◌ృ","TELUGU VOWEL SIGN VOCALIC R"
"C44","◌ౄ","TELUGU VOWEL SIGN VOCALIC RR"
"C46","◌ె","TELUGU VOWEL SIGN E"
"C47","◌ే","TELUGU VOWEL SIGN EE"
"C48","◌ై","TELUGU VOWEL SIGN AI"
"C4A","◌ొ","TELUGU VOWEL SIGN O"
"C4B","◌ో","TELUGU VOWEL SIGN OO"
"C4C","◌ౌ","TELUGU VOWEL SIGN AU"
"C4D","◌్","TELUGU SIGN VIRAMA"
"C55","◌ౕ","TELUGU LENGTH MARK"
"C56","◌ౖ","TELUGU AI LENGTH MARK"
"C62","◌ౢ","TELUGU VOWEL SIGN VOCALIC L"
"C63","◌ౣ","TELUGU VOWEL SIGN VOCALIC LL"
"C81","◌ಁ","KANNADA SIGN CANDRABINDU"
"C82","◌ಂ","KANNADA SIGN ANUSVARA"
"C83","◌ಃ","KANNADA SIGN VISARGA"
"CBC","◌಼","KANNADA SIGN NUKTA"
"CBE","◌ಾ","KANNADA VOWEL SIGN AA"
"CBF","◌ಿ","KANNADA VOWEL SIGN I"
"CC0","◌ೀ","KANNADA VOWEL SIGN II"
"CC1","◌ು","KANNADA VOWEL SIGN U"
"CC2","◌ೂ","KANNADA VOWEL SIGN UU"
"CC3","◌ೃ","KANNADA VOWEL SIGN VOCALIC R"
"CC4","◌ೄ","KANNADA VOWEL SIGN VOCALIC RR"
"CC6","◌ೆ","KANNADA VOWEL SIGN E"
"CC7","◌ೇ","KANNADA VOWEL SIGN EE"
"CC8","◌ೈ","KANNADA VOWEL SIGN AI"
"CCA","◌ೊ","KANNADA VOWEL SIGN O"
"CCB","◌ೋ","KANNADA VOWEL SIGN OO"
"CCC","◌ೌ","KANNADA VOWEL SIGN AU"
"CCD","◌್","KANNADA SIGN VIRAMA"
"CD5","◌ೕ","KANNADA LENGTH MARK"
"CD6","◌ೖ","KANNADA AI LENGTH MARK"
"CE2","◌ೢ","KANNADA VOWEL SIGN VOCALIC L"
"CE3","◌ೣ","KANNADA VOWEL SIGN VOCALIC LL"
"CF3","◌ೳ","KANNADA SIGN COMBINING ANUSVARA ABOVE RIGHT"
"D00","◌ഀ","MALAYALAM SIGN COMBINING ANUSVARA ABOVE"
"D01","◌ഁ","MALAYALAM SIGN CANDRABINDU"
"D02","◌ം","MALAYALAM SIGN ANUSVARA"
"D03","◌ഃ","MALAYALAM SIGN VISARGA"
"D3B","◌഻","MALAYALAM SIGN VERTICAL BAR VIRAMA"
"D3C","◌഼","MALAYALAM SIGN CIRCULAR VIRAMA"
"D3E","◌ാ","MALAYALAM VOWEL SIGN AA"
"D3F","◌ി","MALAYALAM VOWEL SIGN I"
"D40","◌ീ","MALAYALAM VOWEL SIGN II"
"D41","◌ു","MALAYALAM VOWEL SIGN U"
"D42","◌ൂ","MALAYALAM VOWEL SIGN UU"
"D43","◌ൃ","MALAYALAM VOWEL SIGN VOCALIC R"
"D44","◌ൄ","MALAYALAM VOWEL SIGN VOCALIC RR"
"D46","◌െ","MALAYALAM VOWEL SIGN E"
"D47","◌േ","MALAYALAM VOWEL SIGN EE"
"D48","◌ൈ","MALAYALAM VOWEL SIGN AI"
"D4A","◌ൊ","MALAYALAM VOWEL SIGN O"
"D4B","◌ോ","MALAYALAM VOWEL SIGN OO"
"D4C","◌ൌ","MALAYALAM VOWEL SIGN AU"
"D4D","◌്","MALAYALAM SIGN VIRAMA"
"D57","◌ൗ","MALAYALAM AU LENGTH MARK"
"D62","◌ൢ","MALAYALAM VOWEL SIGN VOCALIC L"
"D63","◌ൣ","MALAYALAM VOWEL SIGN VOCALIC LL"
"D81","◌ඁ","SINHALA SIGN CANDRABINDU"
"D82","◌ං","SINHALA SIGN ANUSVARAYA"
"D83","◌ඃ","SINHALA SIGN VISARGAYA"
"DCA","◌්","SINHALA SIGN AL-LAKUNA"
"DCF","◌ා","SINHALA VOWEL SIGN AELA-PILLA"
"DD0","◌ැ","SINHALA VOWEL SIGN KETTI AEDA-PILLA"
"DD1","◌ෑ","SINHALA VOWEL SIGN DIGA AEDA-PILLA"
"DD2","◌ි","SINHALA VOWEL SIGN KETTI IS-PILLA"
"DD3","◌ී","SINHALA VOWEL SIGN DIGA IS-PILLA"
"DD4","◌ු","SINHALA VOWEL SIGN KETTI PAA-PILLA"
"DD6","◌ූ","SINHALA VOWEL SIGN DIGA PAA-PILLA"
"DD8","◌ෘ","SINHALA VOWEL SIGN GAETTA-PILLA"
"DD9","◌ෙ","SINHALA VOWEL SIGN KOMBUVA"
"DDA","◌ේ","SINHALA VOWEL SIGN DIGA KOMBUVA"
"DDB","◌ෛ","SINHALA VOWEL SIGN KOMBU DEKA"
"DDC","◌ො","SINHALA VOWEL SIGN KOMBUVA HAA AELA-PILLA"
"DDD","◌ෝ","SINHALA VOWEL SIGN KOMBUVA HAA DIGA AELA-PILLA"
"DDE","◌ෞ","SINHALA VOWEL SIGN KOMBUVA HAA GAYANUKITTA"
"DDF","◌ෟ","SINHALA VOWEL SIGN GAYANUKITTA"
"DF2","◌ෲ","SINHALA VOWEL SIGN DIGA GAETTA-PILLA"
"DF3","◌ෳ","SINHALA VOWEL SIGN DIGA GAYANUKITTA"
"E31","◌ั","THAI CHARACTER MAI HAN-AKAT"
"E34","◌ิ","THAI CHARACTER SARA I"
"E35","◌ี","THAI CHARACTER SARA II"
"E36","◌ึ","THAI CHARACTER SARA UE"
"E37","◌ื","THAI CHARACTER SARA UEE"
"E38","◌ุ","THAI CHARACTER SARA U"
"E39","◌ู","THAI CHARACTER SARA UU"
"E3A","◌ฺ","THAI CHARACTER PHINTHU"
"E47","◌็","THAI CHARACTER MAITAIKHU"
"E48","◌่","THAI CHARACTER MAI EK"
"E49","◌้","THAI CHARACTER MAI THO"
"E4A","◌๊","THAI CHARACTER MAI TRI"
"E4B","◌๋","THAI CHARACTER MAI CHATTAWA"
"E4C","◌์","THAI CHARACTER THANTHAKHAT"
"E4D","◌ํ","THAI CHARACTER NIKHAHIT"
"E4E","◌๎","THAI CHARACTER YAMAKKAN"
"EB1","◌ັ","LAO VOWEL SIGN MAI KAN"
"EB4","◌ິ","LAO VOWEL SIGN I"
"EB5","◌ີ","LAO VOWEL SIGN II"
"EB6","◌ຶ","LAO VOWEL SIGN Y"
"EB7","◌ື","LAO VOWEL SIGN YY"
"EB8","◌ຸ","LAO VOWEL SIGN U"
"EB9","◌ູ","LAO VOWEL SIGN UU"
"EBA","◌຺","LAO SIGN PALI VIRAMA"
"EBB","◌ົ","LAO VOWEL SIGN MAI KON"
"EBC","◌ຼ","LAO SEMIVOWEL SIGN LO"
"EC8","◌່","LAO TONE MAI EK"
"EC9","◌້","LAO TONE MAI THO"
"ECA","◌໊","LAO TONE MAI TI"
"ECB","◌໋","LAO TONE MAI CATAWA"
"ECC","◌໌","LAO CANCELLATION MARK"
"ECD","◌ໍ","LAO NIGGAHITA"
"ECE","◌໎","LAO YAMAKKAN"
"F18","◌༘","TIBETAN ASTROLOGICAL SIGN -KHYUD PA"
"F19","◌༙","TIBETAN ASTROLOGICAL SIGN SDONG TSHUGS"
"F35","◌༵","TIBETAN MARK NGAS BZUNG NYI ZLA"
"F37","◌༷","TIBETAN MARK NGAS BZUNG SGOR RTAGS"
"F39","◌༹","TIBETAN MARK TSA -PHRU"
"F3E","◌༾","TIBETAN SIGN YAR TSHES"
"F3F","◌༿","TIBETAN SIGN MAR TSHES"
"F71","◌ཱ","TIBETAN VOWEL SIGN AA"
"F72","◌ི","TIBETAN VOWEL SIGN I"
"F73","◌ཱི","TIBETAN VOWEL SIGN II"
"F74","◌ུ","TIBETAN VOWEL SIGN U"
"F75","◌ཱུ","TIBETAN VOWEL SIGN UU"
"F76","◌ྲྀ","TIBETAN VOWEL SIGN VOCALIC R"
"F77","◌ཷ","TIBETAN VOWEL SIGN VOCALIC RR"
"F78","◌ླྀ","TIBETAN VOWEL SIGN VOCALIC L"
"F79","◌ཹ","TIBETAN VOWEL SIGN VOCALIC LL"
"F7A","◌ེ","TIBETAN VOWEL SIGN E"
"F7B","◌ཻ","TIBETAN VOWEL SIGN EE"
"F7C","◌ོ","TIBETAN VOWEL SIGN O"
"F7D","◌ཽ","TIBETAN VOWEL SIGN OO"
"F7E","◌ཾ","TIBETAN SIGN RJES SU NGA RO"
"F7F","◌ཿ","TIBETAN SIGN RNAM BCAD"
"F80","◌ྀ","TIBETAN VOWEL SIGN REVERSED I"
"F81","◌ཱྀ","TIBETAN VOWEL SIGN REVERSED II"
"F82","◌ྂ","TIBETAN SIGN NYI ZLA NAA DA"
"F83","◌ྃ","TIBETAN SIGN SNA LDAN"
"F84","◌྄","TIBETAN MARK HALANTA"
"F86","◌྆","TIBETAN SIGN LCI RTAGS"
"F87","◌྇","TIBETAN SIGN YANG RTAGS"
"F8D","◌ྍ","TIBETAN SUBJOINED SIGN LCE TSA CAN"
"F8E","◌ྎ","TIBETAN SUBJOINED SIGN MCHU CAN"
"F8F","◌ྏ","TIBETAN SUBJOINED SIGN INVERTED MCHU CAN"
"F90","◌ྐ","TIBETAN SUBJOINED LETTER KA"
"F91","◌ྑ","TIBETAN SUBJOINED LETTER KHA"
"F92","◌ྒ","TIBETAN SUBJOINED LETTER GA"
"F93","◌ྒྷ","TIBETAN SUBJOINED LETTER GHA"
"F94","◌ྔ","TIBETAN SUBJOINED LETTER NGA"
"F95","◌ྕ","TIBETAN SUBJOINED LETTER CA"
"F96","◌ྖ","TIBETAN SUBJOINED LETTER CHA"
"F97","◌ྗ","TIBETAN SUBJOINED LETTER JA"
"F99","◌ྙ","TIBETAN SUBJOINED LETTER NYA"
"F9A","◌ྚ","TIBETAN SUBJOINED LETTER TTA"
"F9B","◌ྛ","TIBETAN SUBJOINED LETTER TTHA"
"F9C","◌ྜ","TIBETAN SUBJOINED LETTER DDA"
"F9D","◌ྜྷ","TIBETAN SUBJOINED LETTER DDHA"
"F9E","◌ྞ","TIBETAN SUBJOINED LETTER NNA"
"F9F","◌ྟ","TIBETAN SUBJOINED LETTER TA"
"FA0","◌ྠ","TIBETAN SUBJOINED LETTER THA"
"FA1","◌ྡ","TIBETAN SUBJOINED LETTER DA"
"FA2","◌ྡྷ","TIBETAN SUBJOINED LETTER DHA"
"FA3","◌ྣ","TIBETAN SUBJOINED LETTER NA"
"FA4","◌ྤ","TIBETAN SUBJOINED LETTER PA"
"FA5","◌ྥ","TIBETAN SUBJOINED LETTER PHA"
"FA6","◌ྦ","TIBETAN SUBJOINED LETTER BA"
"FA7","◌ྦྷ","TIBETAN SUBJOINED LETTER BHA"
"FA8","◌ྨ","TIBETAN SUBJOINED LETTER MA"
"FA9","◌ྩ","TIBETAN SUBJOINED LETTER TSA"
"FAA","◌ྪ","TIBETAN SUBJOINED LETTER TSHA"
"FAB","◌ྫ","TIBETAN SUBJOINED LETTER DZA"
"FAC","◌ྫྷ","TIBETAN SUBJOINED LETTER DZHA"
"FAD","◌ྭ","TIBETAN SUBJOINED LETTER WA"
"FAE","◌ྮ","TIBETAN SUBJOINED LETTER ZHA"
"FAF","◌ྯ","TIBETAN SUBJOINED LETTER ZA"
"FB0","◌ྰ","TIBETAN SUBJOINED LETTER -A"
"FB1","◌ྱ","TIBETAN SUBJOINED LETTER YA"
"FB2","◌ྲ","TIBETAN SUBJOINED LETTER RA"
"FB3","◌ླ","TIBETAN SUBJOINED LETTER LA"
"FB4","◌ྴ","TIBETAN SUBJOINED LETTER SHA"
"FB5","◌ྵ","TIBETAN SUBJOINED LETTER SSA"
"FB6","◌ྶ","TIBETAN SUBJOINED LETTER SA"
"FB7","◌ྷ","TIBETAN SUBJOINED LETTER HA"
"FB8","◌ྸ","TIBETAN SUBJOINED LETTER A"
"FB9","◌ྐྵ","TIBETAN SUBJOINED LETTER KSSA"
"FBA","◌ྺ","TIBETAN SUBJOINED LETTER FIXED-FORM WA"
"FBB","◌ྻ","TIBETAN SUBJOINED LETTER FIXED-FORM YA"
"FBC","◌ྼ","TIBETAN SUBJOINED LETTER FIXED-FORM RA"
"FC6","◌࿆","TIBETAN SYMBOL PADMA GDAN"
"102B","◌ါ","MYANMAR VOWEL SIGN TALL AA"
"102C","◌ာ","MYANMAR VOWEL SIGN AA"
"102D","◌ိ","MYANMAR VOWEL SIGN I"
"102E","◌ီ","MYANMAR VOWEL SIGN II"
"102F","◌ု","MYANMAR VOWEL SIGN U"
"1030","◌ူ","MYANMAR VOWEL SIGN UU"
"1031","◌ေ","MYANMAR VOWEL SIGN E"
"1032","◌ဲ","MYANMAR VOWEL SIGN AI"
"1033","◌ဳ","MYANMAR VOWEL SIGN MON II"
"1034","◌ဴ","MYANMAR VOWEL SIGN MON O"
"1035","◌ဵ","MYANMAR VOWEL SIGN E ABOVE"
"1036","◌ံ","MYANMAR SIGN ANUSVARA"
"1037","◌့","MYANMAR SIGN DOT BELOW"
"1038","◌း","MYANMAR SIGN VISARGA"
"1039","◌္","MYANMAR SIGN VIRAMA"
"103A","◌်","MYANMAR SIGN ASAT"
"103B","◌ျ","MYANMAR CONSONANT SIGN MEDIAL YA"
"103C","◌ြ","MYANMAR CONSONANT SIGN MEDIAL RA"
"103D","◌ွ","MYANMAR CONSONANT SIGN MEDIAL WA"
"103E","◌ှ","MYANMAR CONSONANT SIGN MEDIAL HA"
"1056","◌ၖ","MYANMAR VOWEL SIGN VOCALIC R"
"1057","◌ၗ","MYANMAR VOWEL SIGN VOCALIC RR"
"1058","◌ၘ","MYANMAR VOWEL SIGN VOCALIC L"
"1059","◌ၙ","MYANMAR VOWEL SIGN VOCALIC LL"
"105E","◌ၞ","MYANMAR CONSONANT SIGN MON MEDIAL NA"
"105F","◌ၟ","MYANMAR CONSONANT SIGN MON MEDIAL MA"
"1060","◌ၠ","MYANMAR CONSONANT SIGN MON MEDIAL LA"
"1062","◌ၢ","MYANMAR VOWEL SIGN SGAW KAREN EU"
"1063","◌ၣ","MYANMAR TONE MARK SGAW KAREN HATHI"
"1064","◌ၤ","MYANMAR TONE MARK SGAW KAREN KE PHO"
"1067","◌ၧ","MYANMAR VOWEL SIGN WESTERN PWO KAREN EU"
"1068","◌ၨ","MYANMAR VOWEL SIGN WESTERN PWO KAREN UE"
"1069","◌ၩ","MYANMAR SIGN WESTERN PWO KAREN TONE-1"
"106A","◌ၪ","MYANMAR SIGN WESTERN PWO KAREN TONE-2"
"106B","◌ၫ","MYANMAR SIGN WESTERN PWO KAREN TONE-3"
"106C","◌ၬ","MYANMAR SIGN WESTERN PWO KAREN TONE-4"
"106D","◌ၭ","MYANMAR SIGN WESTERN PWO KAREN TONE-5"
"1071","◌ၱ","MYANMAR VOWEL SIGN GEBA KAREN I"
"1072","◌ၲ","MYANMAR VOWEL SIGN KAYAH OE"
"1073","◌ၳ","MYANMAR VOWEL SIGN KAYAH U"
"1074","◌ၴ","MYANMAR VOWEL SIGN KAYAH EE"
"1082","◌ႂ","MYANMAR CONSONANT SIGN SHAN MEDIAL WA"
"1083","◌ႃ","MYANMAR VOWEL SIGN SHAN AA"
"1084","◌ႄ","MYANMAR VOWEL SIGN SHAN E"
"1085","◌ႅ","MYANMAR VOWEL SIGN SHAN E ABOVE"
"1086","◌ႆ","MYANMAR VOWEL SIGN SHAN FINAL Y"
"1087","◌ႇ","MYANMAR SIGN SHAN TONE-2"
"1088","◌ႈ","MYANMAR SIGN SHAN TONE-3"
"1089","◌ႉ","MYANMAR SIGN SHAN TONE-5"
"108A","◌ႊ","MYANMAR SIGN SHAN TONE-6"
"108B","◌ႋ","MYANMAR SIGN SHAN COUNCIL TONE-2"
"108C","◌ႌ","MYANMAR SIGN SHAN COUNCIL TONE-3"
"108D","◌ႍ","MYANMAR SIGN SHAN COUNCIL EMPHATIC TONE"
"108F","◌ႏ","MYANMAR SIGN RUMAI PALAUNG TONE-5"
"109A","◌ႚ","MYANMAR SIGN KHAMTI TONE-1"
"109B","◌ႛ","MYANMAR SIGN KHAMTI TONE-3"
"109C","◌ႜ","MYANMAR VOWEL SIGN AITON A"
"109D","◌ႝ","MYANMAR VOWEL SIGN AITON AI"
"135D","◌፝","ETHIOPIC COMBINING GEMINATION AND VOWEL LENGTH MARK"
"135E","◌፞","ETHIOPIC COMBINING VOWEL LENGTH MARK"
"135F","◌፟","ETHIOPIC COMBINING GEMINATION MARK"
"1712","◌ᜒ","TAGALOG VOWEL SIGN I"
"1713","◌ᜓ","TAGALOG VOWEL SIGN U"
"1714","◌᜔","TAGALOG SIGN VIRAMA"
"1715","◌᜕","TAGALOG SIGN PAMUDPOD"
"1732","◌ᜲ","HANUNOO VOWEL SIGN I"
"1733","◌ᜳ","HANUNOO VOWEL SIGN U"
"1734","◌᜴","HANUNOO SIGN PAMUDPOD"
"1752","◌ᝒ","BUHID VOWEL SIGN I"
"1753","◌ᝓ","BUHID VOWEL SIGN U"
"1772","◌ᝲ","TAGBANWA VOWEL SIGN I"
"1773","◌ᝳ","TAGBANWA VOWEL SIGN U"
"17B4","◌឴","KHMER VOWEL INHERENT AQ"
"17B5","◌឵","KHMER VOWEL INHERENT AA"
"17B6","◌ា","KHMER VOWEL SIGN AA"
"17B7","◌ិ","KHMER VOWEL SIGN I"
"17B8","◌ី","KHMER VOWEL SIGN II"
"17B9","◌ឹ","KHMER VOWEL SIGN Y"
"17BA","◌ឺ","KHMER VOWEL SIGN YY"
"17BB","◌ុ","KHMER VOWEL SIGN U"
"17BC","◌ូ","KHMER VOWEL SIGN UU"
"17BD","◌ួ","KHMER VOWEL SIGN UA"
"17BE","◌ើ","KHMER VOWEL SIGN OE"
"17BF","◌ឿ","KHMER VOWEL SIGN YA"
"17C0","◌ៀ","KHMER VOWEL SIGN IE"
"17C1","◌េ","KHMER VOWEL SIGN E"
"17C2","◌ែ","KHMER VOWEL SIGN AE"
"17C3","◌ៃ","KHMER VOWEL SIGN AI"
"17C4","◌ោ","KHMER VOWEL SIGN OO"
"17C5","◌ៅ","KHMER VOWEL SIGN AU"
"17C6","◌ំ","KHMER SIGN NIKAHIT"
"17C7","◌ះ","KHMER SIGN REAHMUK"
"17C8","◌ៈ","KHMER SIGN YUUKALEAPINTU"
"17C9","◌៉","KHMER SIGN MUUSIKATOAN"
"17CA","◌៊","KHMER SIGN TRIISAP"
"17CB","◌់","KHMER SIGN BANTOC"
"17CC","◌៌","KHMER SIGN ROBAT"
"17CD","◌៍","KHMER SIGN TOANDAKHIAT"
"17CE","◌៎","KHMER SIGN KAKABAT"
"17CF","◌៏","KHMER SIGN AHSDA"
"17D0","◌័","KHMER SIGN SAMYOK SANNYA"
"17D1","◌៑","KHMER SIGN VIRIAM"
"17D2","◌្","KHMER SIGN COENG"
"17D3","◌៓","KHMER SIGN BATHAMASAT"
"17DD","◌៝","KHMER SIGN ATTHACAN"
"180B","◌᠋","MONGOLIAN FREE VARIATION SELECTOR ONE"
"180C","◌᠌","MONGOLIAN FREE VARIATION SELECTOR TWO"
"180D","◌᠍","MONGOLIAN FREE VARIATION SELECTOR THREE"
"180F","◌᠏","MONGOLIAN FREE VARIATION SELECTOR FOUR"
"1885","◌ᢅ","MONGOLIAN LETTER ALI GALI BALUDA"
"1886","◌ᢆ","MONGOLIAN LETTER ALI GALI THREE BALUDA"
"18A9","◌ᢩ","MONGOLIAN LETTER ALI GALI DAGALGA"
"1920","◌ᤠ","LIMBU VOWEL SIGN A"
"1921","◌ᤡ","LIMBU VOWEL SIGN I"
"1922","◌ᤢ","LIMBU VOWEL SIGN U"
"1923","◌ᤣ","LIMBU VOWEL SIGN EE"
"1924","◌ᤤ","LIMBU VOWEL SIGN AI"
"1925","◌ᤥ","LIMBU VOWEL SIGN OO"
"1926","◌ᤦ","LIMBU VOWEL SIGN AU"
"1927","◌ᤧ","LIMBU VOWEL SIGN E"
"1928","◌ᤨ","LIMBU VOWEL SIGN O"
"1929","◌ᤩ","LIMBU SUBJOINED LETTER YA"
"192A","◌ᤪ","LIMBU SUBJOINED LETTER RA"
"192B","◌ᤫ","LIMBU SUBJOINED LETTER WA"
"1930","◌ᤰ","LIMBU SMALL LETTER KA"
"1931","◌ᤱ","LIMBU SMALL LETTER NGA"
"1932","◌ᤲ","LIMBU SMALL LETTER ANUSVARA"
"1933","◌ᤳ","LIMBU SMALL LETTER TA"
"1934","◌ᤴ","LIMBU SMALL LETTER NA"
"1935","◌ᤵ","LIMBU SMALL LETTER PA"
"1936","◌ᤶ","LIMBU SMALL LETTER MA"
"1937","◌ᤷ","LIMBU SMALL LETTER RA"
"1938","◌ᤸ","LIMBU SMALL LETTER LA"
"1939","◌᤹","LIMBU SIGN MUKPHRENG"
"193A","◌᤺","LIMBU SIGN KEMPHRENG"
"193B","◌᤻","LIMBU SIGN SA-I"
"1A17","◌ᨗ","BUGINESE VOWEL SIGN I"
"1A18","◌ᨘ","BUGINESE VOWEL SIGN U"
"1A19","◌ᨙ","BUGINESE VOWEL SIGN E"
"1A1A","◌ᨚ","BUGINESE VOWEL SIGN O"
"1A1B","◌ᨛ","BUGINESE VOWEL SIGN AE"
"1A55","◌ᩕ","TAI THAM CONSONANT SIGN MEDIAL RA"
"1A56","◌ᩖ","TAI THAM CONSONANT SIGN MEDIAL LA"
"1A57","◌ᩗ","TAI THAM CONSONANT SIGN LA TANG LAI"
"1A58","◌ᩘ","TAI THAM SIGN MAI KANG LAI"
"1A59","◌ᩙ","TAI THAM CONSONANT SIGN FINAL NGA"
"1A5A","◌ᩚ","TAI THAM CONSONANT SIGN LOW PA"
"1A5B","◌ᩛ","TAI THAM CONSONANT SIGN HIGH RATHA OR LOW PA"
"1A5C","◌ᩜ","TAI THAM CONSONANT SIGN MA"
"1A5D","◌ᩝ","TAI THAM CONSONANT SIGN BA"
"1A5E","◌ᩞ","TAI THAM CONSONANT SIGN SA"
"1A60","◌᩠","TAI THAM SIGN SAKOT"
"1A61","◌ᩡ","TAI THAM VOWEL SIGN A"
"1A62","◌ᩢ","TAI THAM VOWEL SIGN MAI SAT"
"1A63","◌ᩣ","TAI THAM VOWEL SIGN AA"
"1A64","◌ᩤ","TAI THAM VOWEL SIGN TALL AA"
"1A65","◌ᩥ","TAI THAM VOWEL SIGN I"
"1A66","◌ᩦ","TAI THAM VOWEL SIGN II"
"1A67","◌ᩧ","TAI THAM VOWEL SIGN UE"
"1A68","◌ᩨ","TAI THAM VOWEL SIGN UUE"
"1A69","◌ᩩ","TAI THAM VOWEL SIGN U"
"1A6A","◌ᩪ","TAI THAM VOWEL SIGN UU"
"1A6B","◌ᩫ","TAI THAM VOWEL SIGN O"
"1A6C","◌ᩬ","TAI THAM VOWEL SIGN OA BELOW"
"1A6D","◌ᩭ","TAI THAM VOWEL SIGN OY"
"1A6E","◌ᩮ","TAI THAM VOWEL SIGN E"
"1A6F","◌ᩯ","TAI THAM VOWEL SIGN AE"
"1A70","◌ᩰ","TAI THAM VOWEL SIGN OO"
"1A71","◌ᩱ","TAI THAM VOWEL SIGN AI"
"1A72","◌ᩲ","TAI THAM VOWEL SIGN THAM AI"
"1A73","◌ᩳ","TAI THAM VOWEL SIGN OA ABOVE"
"1A74","◌ᩴ","TAI THAM SIGN MAI KANG"
"1A75","◌᩵","TAI THAM SIGN TONE-1"
"1A76","◌᩶","TAI THAM SIGN TONE-2"
"1A77","◌᩷","TAI THAM SIGN KHUEN TONE-3"
"1A78","◌᩸","TAI THAM SIGN KHUEN TONE-4"
"1A79","◌᩹","TAI THAM SIGN KHUEN TONE-5"
"1A7A","◌᩺","TAI THAM SIGN RA HAAM"
"1A7B","◌᩻","TAI THAM SIGN MAI SAM"
"1A7C","◌᩼","TAI THAM SIGN KHUEN-LUE KARAN"
"1A7F","◌᩿","TAI THAM COMBINING CRYPTOGRAMMIC DOT"
"1AB0","◌᪰","COMBINING DOUBLED CIRCUMFLEX ACCENT"
"1AB1","◌᪱","COMBINING DIAERESIS-RING"
"1AB2","◌᪲","COMBINING INFINITY"
"1AB3","◌᪳","COMBINING DOWNWARDS ARROW"
"1AB4","◌᪴","COMBINING TRIPLE DOT"
"1AB5","◌᪵","COMBINING X-X BELOW"
"1AB6","◌᪶","COMBINING WIGGLY LINE BELOW"
"1AB7","◌᪷","COMBINING OPEN MARK BELOW"
"1AB8","◌᪸","COMBINING DOUBLE OPEN MARK BELOW"
"1AB9","◌᪹","COMBINING LIGHT CENTRALIZATION STROKE BELOW"
"1ABA","◌᪺","COMBINING STRONG CENTRALIZATION STROKE BELOW"
"1ABB","◌᪻","COMBINING PARENTHESES ABOVE"
"1ABC","◌᪼","COMBINING DOUBLE PARENTHESES ABOVE"
"1ABD","◌᪽","COMBINING PARENTHESES BELOW"
"1ABE","◌᪾","COMBINING PARENTHESES OVERLAY"
"1ABF","◌ᪿ","COMBINING LATIN SMALL LETTER W BELOW"
"1AC0","◌ᫀ","COMBINING LATIN SMALL LETTER TURNED W BELOW"
"1AC1","◌᫁","COMBINING LEFT PARENTHESIS ABOVE LEFT"
"1AC2","◌᫂","COMBINING RIGHT PARENTHESIS ABOVE RIGHT"
"1AC3","◌᫃","COMBINING LEFT PARENTHESIS BELOW LEFT"
"1AC4","◌᫄","COMBINING RIGHT PARENTHESIS BELOW RIGHT"
"1AC5","◌᫅","COMBINING SQUARE BRACKETS ABOVE"
"1AC6","◌᫆","COMBINING NUMBER SIGN ABOVE"
"1AC7","◌᫇","COMBINING INVERTED DOUBLE ARCH ABOVE"
"1AC8","◌᫈","COMBINING PLUS SIGN ABOVE"
"1AC9","◌᫉","COMBINING DOUBLE PLUS SIGN ABOVE"
"1ACA","◌᫊","COMBINING DOUBLE PLUS SIGN BELOW"
"1ACB","◌᫋","COMBINING TRIPLE ACUTE ACCENT"
"1ACC","◌ᫌ","COMBINING LATIN SMALL LETTER INSULAR G"
"1ACD","◌ᫍ","COMBINING LATIN SMALL LETTER INSULAR R"
