Codepoint,Form,Name
"1A5B","◌ᩛ","TAI THAM CONSONANT SIGN HIGH RATHA OR LOW PA"
"1A5C","◌ᩜ","TAI THAM CONSONANT SIGN MA"
"1A5D","◌ᩝ","TAI THAM CONSONANT SIGN BA"
"1A5E","◌ᩞ","TAI THAM CONSONANT SIGN SA"
"1A60","◌᩠","TAI THAM SIGN SAKOT"
"1A62","◌ᩢ","TAI THAM VOWEL SIGN MAI SAT"
"1A65","◌ᩥ","TAI THAM VOWEL SIGN I"
"1A66","◌ᩦ","TAI THAM VOWEL SIGN II"
"1A67","◌ᩧ","TAI THAM VOWEL SIGN UE"
"1A68","◌ᩨ","TAI THAM VOWEL SIGN UUE"
"1A69","◌ᩩ","TAI THAM VOWEL SIGN U"
"1A6A","◌ᩪ","TAI THAM VOWEL SIGN UU"
"1A6B","◌ᩫ","TAI THAM VOWEL SIGN O"
"1A6C","◌ᩬ","TAI THAM VOWEL SIGN OA BELOW"
"1A73","◌ᩳ","TAI THAM VOWEL SIGN OA ABOVE"
"1A74","◌ᩴ","TAI THAM SIGN MAI KANG"
"1A75","◌᩵","TAI THAM SIGN TONE-1"
"1A76","◌᩶","TAI THAM SIGN TONE-2"
"1A77","◌᩷","TAI THAM SIGN KHUEN TONE-3"
"1A78","◌᩸","TAI THAM SIGN KHUEN TONE-4"
"1A79","◌᩹","TAI THAM SIGN KHUEN TONE-5"
"1A7A","◌᩺","TAI THAM SIGN RA HAAM"
"1A7B","◌᩻","TAI THAM SIGN MAI SAM"
"1A7C","◌᩼","TAI THAM SIGN KHUEN-LUE KARAN"
"1A7F","◌᩿","TAI THAM COMBINING CRYPTOGRAMMIC DOT"
"1B00","◌ᬀ","BALINESE SIGN ULU RICEM"
"1B01","◌ᬁ","BALINESE SIGN ULU CANDRA"
"1B02","◌ᬂ","BALINESE SIGN CECEK"
"1B03","◌ᬃ","BALINESE SIGN SURANG"
"1B34","◌᬴","BALINESE SIGN REREKAN"
"1B36","◌ᬶ","BALINESE VOWEL SIGN ULU"
"1B37","◌ᬷ","BALINESE VOWEL SIGN ULU SARI"
"1B38","◌ᬸ","BALINESE VOWEL SIGN SUKU"
"1B39","◌ᬹ","BALINESE VOWEL SIGN SUKU ILUT"
"1B3A","◌ᬺ","BALINESE VOWEL SIGN RA REPA"
"1B3C","◌ᬼ","BALINESE VOWEL SIGN LA LENGA"
"1B42","◌ᭂ","BALINESE VOWEL SIGN PEPET"
"1B80","◌ᮀ","SUNDANESE SIGN PANYECEK"
"1B81","◌ᮁ","SUNDANESE SIGN PANGLAYAR"
"1BA2","◌ᮢ","SUNDANESE CONSONANT SIGN PANYAKRA"
"1BA3","◌ᮣ","SUNDANESE CONSONANT SIGN PANYIKU"
"1BA4","◌ᮤ","SUNDANESE VOWEL SIGN PANGHULU"
"1BA5","◌ᮥ","SUNDANESE VOWEL SIGN PANYUKU"
"1BA8","◌ᮨ","SUNDANESE VOWEL SIGN PAMEPET"
"1BA9","◌ᮩ","SUNDANESE VOWEL SIGN PANEULEUNG"
"1BAB","◌᮫","SUNDANESE SIGN VIRAMA"
"1BAC","◌ᮬ","SUNDANESE CONSONANT SIGN PASANGAN MA"
"1BAD","◌ᮭ","SUNDANESE CONSONANT SIGN PASANGAN WA"
"1BE6","◌᯦","BATAK SIGN TOMPI"
"1BE8","◌ᯨ","BATAK VOWEL SIGN PAKPAK E"
"1BE9","◌ᯩ","BATAK VOWEL SIGN EE"
"1BED","◌ᯭ","BATAK VOWEL SIGN KARO O"
"1BEF","◌ᯯ","BATAK VOWEL SIGN U FOR SIMALUNGUN SA"
"1BF0","◌ᯰ","BATAK CONSONANT SIGN NG"
"1BF1","◌ᯱ","BATAK CONSONANT SIGN H"
"1C2C","◌ᰬ","LEPCHA VOWEL SIGN E"
"1C2D","◌ᰭ","LEPCHA CONSONANT SIGN K"
"1C2E","◌ᰮ","LEPCHA CONSONANT SIGN M"
"1C2F","◌ᰯ","LEPCHA CONSONANT SIGN L"
"1C30","◌ᰰ","LEPCHA CONSONANT SIGN N"
"1C31","◌ᰱ","LEPCHA CONSONANT SIGN P"
"1C32","◌ᰲ","LEPCHA CONSONANT SIGN R"
"1C33","◌ᰳ","LEPCHA CONSONANT SIGN T"
"1C36","◌ᰶ","LEPCHA SIGN RAN"
"1C37","◌᰷","LEPCHA SIGN NUKTA"
"2CEF","◌⳯","COPTIC COMBINING NI ABOVE"
"2CF0","◌⳰","COPTIC COMBINING SPIRITUS ASPER"
"2CF1","◌⳱","COPTIC COMBINING SPIRITUS LENIS"
"2D7F","◌⵿","TIFINAGH CONSONANT JOINER"
"A6F0","◌꛰","BAMUM COMBINING MARK KOQNDON"
"A6F1","◌꛱","BAMUM COMBINING MARK TUKWENTIS"
"A802","◌ꠂ","SYLOTI NAGRI SIGN DVISVARA"
"A806","◌꠆","SYLOTI NAGRI SIGN HASANTA"
"A80B","◌ꠋ","SYLOTI NAGRI SIGN ANUSVARA"
"A825","◌ꠥ","SYLOTI NAGRI VOWEL SIGN U"
"A826","◌ꠦ","SYLOTI NAGRI VOWEL SIGN E"
"A82C","◌꠬","SYLOTI NAGRI SIGN ALTERNATE HASANTA"
"A8C4","◌꣄","SAURASHTRA SIGN VIRAMA"
"A8C5","◌ꣅ","SAURASHTRA SIGN CANDRABINDU"
"A926","◌ꤦ","KAYAH LI VOWEL UE"
"A927","◌ꤧ","KAYAH LI VOWEL E"
"A928","◌ꤨ","KAYAH LI VOWEL U"
"A929","◌ꤩ","KAYAH LI VOWEL EE"
"A92A","◌ꤪ","KAYAH LI VOWEL O"
"A92B","◌꤫","KAYAH LI TONE PLOPHU"
"A92C","◌꤬","KAYAH LI TONE CALYA"
"A92D","◌꤭","KAYAH LI TONE CALYA PLOPHU"
"A947","◌ꥇ","REJANG VOWEL SIGN I"
"A948","◌ꥈ","REJANG VOWEL SIGN U"
"A949","◌ꥉ","REJANG VOWEL SIGN E"
"A94A","◌ꥊ","REJANG VOWEL SIGN AI"
"A94B","◌ꥋ","REJANG VOWEL SIGN O"
"A94C","◌ꥌ","REJANG VOWEL SIGN AU"
"A94D","◌ꥍ","REJANG VOWEL SIGN EU"
"A94E","◌ꥎ","REJANG VOWEL SIGN EA"
"A94F","◌ꥏ","REJANG CONSONANT SIGN NG"
"A950","◌ꥐ","REJANG CONSONANT SIGN N"
"A951","◌ꥑ","REJANG CONSONANT SIGN R"
"A980","◌ꦀ","JAVANESE SIGN PANYANGGA"
"A981","◌ꦁ","JAVANESE SIGN CECAK"
"A982","◌ꦂ","JAVANESE SIGN LAYAR"
"A9B3","◌꦳","JAVANESE SIGN CECAK TELU"
"A9B6","◌ꦶ","JAVANESE VOWEL SIGN WULU"
"A9B7","◌ꦷ","JAVANESE VOWEL SIGN WULU MELIK"
"A9B8","◌ꦸ","JAVANESE VOWEL SIGN SUKU"
"A9B9","◌ꦹ","JAVANESE VOWEL SIGN SUKU MENDUT"
"A9BC","◌ꦼ","JAVANESE VOWEL SIGN PEPET"
"A9BD","◌ꦽ","JAVANESE CONSONANT SIGN KERET"
"AA29","◌ꨩ","CHAM VOWEL SIGN AA"
"AA2A","◌ꨪ","CHAM VOWEL SIGN I"
"AA2B","◌ꨫ","CHAM VOWEL SIGN II"
"AA2C","◌ꨬ","CHAM VOWEL SIGN EI"
"AA2D","◌ꨭ","CHAM VOWEL SIGN U"
"AA2E","◌ꨮ","CHAM VOWEL SIGN OE"
"AA31","◌ꨱ","CHAM VOWEL SIGN AU"
"AA32","◌ꨲ","CHAM VOWEL SIGN UE"
"AA35","◌ꨵ","CHAM CONSONANT SIGN LA"
"AA36","◌ꨶ","CHAM CONSONANT SIGN WA"
"AA43","◌ꩃ","CHAM CONSONANT SIGN FINAL NG"
"AA4C","◌ꩌ","CHAM CONSONANT SIGN FINAL M"
"AA7C","◌ꩼ","MYANMAR SIGN TAI LAING TONE-2"
"AAB0","◌ꪰ","TAI VIET MAI KANG"
"AAB2","◌ꪲ","TAI VIET VOWEL I"
"AAB3","◌ꪳ","TAI VIET VOWEL UE"
"AAB4","◌ꪴ","TAI VIET VOWEL U"
"AAB7","◌ꪷ","TAI VIET MAI KHIT"
"AAB8","◌ꪸ","TAI VIET VOWEL IA"
"AABE","◌ꪾ","TAI VIET VOWEL AM"
"AABF","◌꪿","TAI VIET TONE MAI EK"
"AAC1","◌꫁","TAI VIET TONE MAI THO"
"AAEC","◌ꫬ","MEETEI MAYEK VOWEL SIGN UU"
"AAED","◌ꫭ","MEETEI MAYEK VOWEL SIGN AAI"
"AAF6","◌꫶","MEETEI MAYEK VIRAMA"
"ABE5","◌ꯥ","MEETEI MAYEK VOWEL SIGN ANAP"
"ABE8","◌ꯨ","MEETEI MAYEK VOWEL SIGN UNAP"
"ABED","◌꯭","MEETEI MAYEK APUN IYEK"
"FB1E","◌ﬞ","HEBREW POINT JUDEO-SPANISH VARIKA"
"10376","◌𐍶","COMBINING OLD PERMIC LETTER AN"
"10377","◌𐍷","COMBINING OLD PERMIC LETTER DOI"
"10378","◌𐍸","COMBINING OLD PERMIC LETTER ZATA"
"10379","◌𐍹","COMBINING OLD PERMIC LETTER NENOE"
"1037A","◌𐍺","COMBINING OLD PERMIC LETTER SII"
"10A01","◌𐨁","KHAROSHTHI VOWEL SIGN I"
"10A02","◌𐨂","KHAROSHTHI VOWEL SIGN U"
"10A03","◌𐨃","KHAROSHTHI VOWEL SIGN VOCALIC R"
"10A05","◌𐨅","KHAROSHTHI VOWEL SIGN E"
"10A06","◌𐨆","KHAROSHTHI VOWEL SIGN O"
"10A0C","◌𐨌","KHAROSHTHI VOWEL LENGTH MARK"
"10A0D","◌𐨍","KHAROSHTHI SIGN DOUBLE RING BELOW"
"10A0E","◌𐨎","KHAROSHTHI SIGN ANUSVARA"
"10A0F","◌𐨏","KHAROSHTHI SIGN VISARGA"
"10A38","◌𐨸","KHAROSHTHI SIGN BAR ABOVE"
"10A39","◌𐨹","KHAROSHTHI SIGN CAUDA"
"10A3A","◌𐨺","KHAROSHTHI SIGN DOT BELOW"
"10A3F","◌𐨿","KHAROSHTHI VIRAMA"
"10AE5","◌𐫥","MANICHAEAN ABBREVIATION MARK ABOVE"
"10AE6","◌𐫦","MANICHAEAN ABBREVIATION MARK BELOW"
"10D24","◌𐴤","HANIFI ROHINGYA SIGN HARBAHAY"
"10D25","◌𐴥","HANIFI ROHINGYA SIGN TAHALA"
"10D26","◌𐴦","HANIFI ROHINGYA SIGN TANA"
"10D27","◌𐴧","HANIFI ROHINGYA SIGN TASSI"
"10EAB","◌𐺫","YEZIDI COMBINING HAMZA MARK"
"10EAC","◌𐺬","YEZIDI COMBINING MADDA MARK"
"10EFD","◌𐻽","ARABIC SMALL LOW WORD SAKTA"
"10EFE","◌𐻾","ARABIC SMALL LOW WORD QASR"
"10EFF","◌𐻿","ARABIC SMALL LOW WORD MADDA"
"10F46","◌𐽆","SOGDIAN COMBINING DOT BELOW"
"10F47","◌𐽇","SOGDIAN COMBINING TWO DOTS BELOW"
"10F48","◌𐽈","SOGDIAN COMBINING DOT ABOVE"
"10F49","◌𐽉","SOGDIAN COMBINING TWO DOTS ABOVE"
"10F4A","◌𐽊","SOGDIAN COMBINING CURVE ABOVE"
"10F4B","◌𐽋","SOGDIAN COMBINING CURVE BELOW"
"10F4C","◌𐽌","SOGDIAN COMBINING HOOK ABOVE"
"10F4D","◌𐽍","SOGDIAN COMBINING HOOK BELOW"
"10F4E","◌𐽎","SOGDIAN COMBINING LONG HOOK BELOW"
"10F4F","◌𐽏","SOGDIAN COMBINING RESH BELOW"
"10F50","◌𐽐","SOGDIAN COMBINING STROKE BELOW"
"10F82","◌𐾂","OLD UYGHUR COMBINING DOT ABOVE"
"10F83","◌𐾃","OLD UYGHUR COMBINING DOT BELOW"
"10F84","◌𐾄","OLD UYGHUR COMBINING TWO DOTS ABOVE"
"10F85","◌𐾅","OLD UYGHUR COMBINING TWO DOTS BELOW"
"11001","◌𑀁","BRAHMI SIGN ANUSVARA"
"11038","◌𑀸","BRAHMI VOWEL SIGN AA"
"11039","◌𑀹","BRAHMI VOWEL SIGN BHATTIPROLU AA"
"1103A","◌𑀺","BRAHMI VOWEL SIGN I"
"1103B","◌𑀻","BRAHMI VOWEL SIGN II"
"1103C","◌𑀼","BRAHMI VOWEL SIGN U"
"1103D","◌𑀽","BRAHMI VOWEL SIGN UU"
"1103E","◌𑀾","BRAHMI VOWEL SIGN VOCALIC R"
"1103F","◌𑀿","BRAHMI VOWEL SIGN VOCALIC RR"
"11040","◌𑁀","BRAHMI VOWEL SIGN VOCALIC L"
"11041","◌𑁁","BRAHMI VOWEL SIGN VOCALIC LL"
"11042","◌𑁂","BRAHMI VOWEL SIGN E"
"11043","◌𑁃","BRAHMI VOWEL SIGN AI"
"11044","◌𑁄","BRAHMI VOWEL SIGN O"
"11045","◌𑁅","BRAHMI VOWEL SIGN AU"
"11046","◌𑁆","BRAHMI VIRAMA"
"11070","◌𑁰","BRAHMI SIGN OLD TAMIL VIRAMA"
"11073","◌𑁳","BRAHMI VOWEL SIGN OLD TAMIL SHORT E"
"11074","◌𑁴","BRAHMI VOWEL SIGN OLD TAMIL SHORT O"
"1107F","◌𑁿","BRAHMI NUMBER JOINER"
"11080","◌𑂀","KAITHI SIGN CANDRABINDU"
"11081","◌𑂁","KAITHI SIGN ANUSVARA"
"110B3","◌𑂳","KAITHI VOWEL SIGN U"
"110B4","◌𑂴","KAITHI VOWEL SIGN UU"
"110B5","◌𑂵","KAITHI VOWEL SIGN E"
"110B6","◌𑂶","KAITHI VOWEL SIGN AI"
"110B9","◌𑂹","KAITHI SIGN VIRAMA"
"110BA","◌𑂺","KAITHI SIGN NUKTA"
"110C2","◌𑃂","KAITHI VOWEL SIGN VOCALIC R"
"11100","◌𑄀","CHAKMA SIGN CANDRABINDU"
"11101","◌𑄁","CHAKMA SIGN ANUSVARA"
"11102","◌𑄂","CHAKMA SIGN VISARGA"
"11127","◌𑄧","CHAKMA VOWEL SIGN A"
"11128","◌𑄨","CHAKMA VOWEL SIGN I"
"11129","◌𑄩","CHAKMA VOWEL SIGN II"
"1112A","◌𑄪","CHAKMA VOWEL SIGN U"
"1112B","◌𑄫","CHAKMA VOWEL SIGN UU"
"1112D","◌𑄭","CHAKMA VOWEL SIGN AI"
"1112E","◌𑄮","CHAKMA VOWEL SIGN O"
"1112F","◌𑄯","CHAKMA VOWEL SIGN AU"
"11130","◌𑄰","CHAKMA VOWEL SIGN OI"
"11131","◌𑄱","CHAKMA O MARK"
"11132","◌𑄲","CHAKMA AU MARK"
"11133","◌𑄳","CHAKMA VIRAMA"
"11134","◌𑄴","CHAKMA MAAYYAA"
"11173","◌𑅳","MAHAJANI SIGN NUKTA"
"11180","◌𑆀","SHARADA SIGN CANDRABINDU"
"11181","◌𑆁","SHARADA SIGN ANUSVARA"
"111B6","◌𑆶","SHARADA VOWEL SIGN U"
"111B7","◌𑆷","SHARADA VOWEL SIGN UU"
"111B8","◌𑆸","SHARADA VOWEL SIGN VOCALIC R"
"111B9","◌𑆹","SHARADA VOWEL SIGN VOCALIC RR"
"111BA","◌𑆺","SHARADA VOWEL SIGN VOCALIC L"
"111BB","◌𑆻","SHARADA VOWEL SIGN VOCALIC LL"
"111BC","◌𑆼","SHARADA VOWEL SIGN E"
"111BD","◌𑆽","SHARADA VOWEL SIGN AI"
"111BE","◌𑆾","SHARADA VOWEL SIGN O"
"111C9","◌𑇉","SHARADA SANDHI MARK"
"111CA","◌𑇊","SHARADA SIGN NUKTA"
"111CB","◌𑇋","SHARADA VOWEL MODIFIER MARK"
"111CC","◌𑇌","SHARADA EXTRA SHORT VOWEL MARK"
"111CF","◌𑇏","SHARADA SIGN INVERTED CANDRABINDU"
"1122F","◌𑈯","KHOJKI VOWEL SIGN U"
"11230","◌𑈰","KHOJKI VOWEL SIGN E"
"11231","◌𑈱","KHOJKI VOWEL SIGN AI"
"11234","◌𑈴","KHOJKI SIGN ANUSVARA"
"11236","◌𑈶","KHOJKI SIGN NUKTA"
"11237","◌𑈷","KHOJKI SIGN SHADDA"
"1123E","◌𑈾","KHOJKI SIGN SUKUN"
"11241","◌𑉁","KHOJKI VOWEL SIGN VOCALIC R"
"112DF","◌𑋟","KHUDAWADI SIGN ANUSVARA"
"112E3","◌𑋣","KHUDAWADI VOWEL SIGN U"
"112E4","◌𑋤","KHUDAWADI VOWEL SIGN UU"
"112E5","◌𑋥","KHUDAWADI VOWEL SIGN E"
"112E6","◌𑋦","KHUDAWADI VOWEL SIGN AI"
"112E7","◌𑋧","KHUDAWADI VOWEL SIGN O"
"112E8","◌𑋨","KHUDAWADI VOWEL SIGN AU"
"112E9","◌𑋩","KHUDAWADI SIGN NUKTA"
"112EA","◌𑋪","KHUDAWADI SIGN VIRAMA"
"11300","◌𑌀","GRANTHA SIGN COMBINING ANUSVARA ABOVE"
"11301","◌𑌁","GRANTHA SIGN CANDRABINDU"
"1133B","◌𑌻","COMBINING BINDU BELOW"
"1133C","◌𑌼","GRANTHA SIGN NUKTA"
"11340","◌𑍀","GRANTHA VOWEL SIGN II"
"11366","◌𑍦","COMBINING GRANTHA DIGIT ZERO"
"11367","◌𑍧","COMBINING GRANTHA DIGIT ONE"
"11368","◌𑍨","COMBINING GRANTHA DIGIT TWO"
"11369","◌𑍩","COMBINING GRANTHA DIGIT THREE"
"1136A","◌𑍪","COMBINING GRANTHA DIGIT FOUR"
"1136B","◌𑍫","COMBINING GRANTHA DIGIT FIVE"
"1136C","◌𑍬","COMBINING GRANTHA DIGIT SIX"
"11370","◌𑍰","COMBINING GRANTHA LETTER A"
"11371","◌𑍱","COMBINING GRANTHA LETTER KA"
"11372","◌𑍲","COMBINING GRANTHA LETTER NA"
"11373","◌𑍳","COMBINING GRANTHA LETTER VI"
"11374","◌𑍴","COMBINING GRANTHA LETTER PA"
"11438","◌𑐸","NEWA VOWEL SIGN U"
"11439","◌𑐹","NEWA VOWEL SIGN UU"
"1143A","◌𑐺","NEWA VOWEL SIGN VOCALIC R"
"1143B","◌𑐻","NEWA VOWEL SIGN VOCALIC RR"
"1143C","◌𑐼","NEWA VOWEL SIGN VOCALIC L"
"1143D","◌𑐽","NEWA VOWEL SIGN VOCALIC LL"
"1143E","◌𑐾","NEWA VOWEL SIGN E"
"1143F","◌𑐿","NEWA VOWEL SIGN AI"
"11442","◌𑑂","NEWA SIGN VIRAMA"
"11443","◌𑑃","NEWA SIGN CANDRABINDU"
"11444","◌𑑄","NEWA SIGN ANUSVARA"
"11446","◌𑑆","NEWA SIGN NUKTA"
"1145E","◌𑑞","NEWA SANDHI MARK"
"114B3","◌𑒳","TIRHUTA VOWEL SIGN U"
"114B4","◌𑒴","TIRHUTA VOWEL SIGN UU"
"114B5","◌𑒵","TIRHUTA VOWEL SIGN VOCALIC R"
"114B6","◌𑒶","TIRHUTA VOWEL SIGN VOCALIC RR"
"114B7","◌𑒷","TIRHUTA VOWEL SIGN VOCALIC L"
"114B8","◌𑒸","TIRHUTA VOWEL SIGN VOCALIC LL"
"114BA","◌𑒺","TIRHUTA VOWEL SIGN SHORT E"
"114BF","◌𑒿","TIRHUTA SIGN CANDRABINDU"
"114C0","◌𑓀","TIRHUTA SIGN ANUSVARA"
"114C2","◌𑓂","TIRHUTA SIGN VIRAMA"
"114C3","◌𑓃","TIRHUTA SIGN NUKTA"
"115B2","◌𑖲","SIDDHAM VOWEL SIGN U"
"115B3","◌𑖳","SIDDHAM VOWEL SIGN UU"
"115B4","◌𑖴","SIDDHAM VOWEL SIGN VOCALIC R"
"115B5","◌𑖵","SIDDHAM VOWEL SIGN VOCALIC RR"
"115BC","◌𑖼","SIDDHAM SIGN CANDRABINDU"
"115BD","◌𑖽","SIDDHAM SIGN ANUSVARA"
"115BF","◌𑖿","SIDDHAM SIGN VIRAMA"
"115C0","◌𑗀","SIDDHAM SIGN NUKTA"
"115DC","◌𑗜","SIDDHAM VOWEL SIGN ALTERNATE U"
"115DD","◌𑗝","SIDDHAM VOWEL SIGN ALTERNATE UU"
"11633","◌𑘳","MODI VOWEL SIGN U"
"11634","◌𑘴","MODI VOWEL SIGN UU"
"11635","◌𑘵","MODI VOWEL SIGN VOCALIC R"
"11636","◌𑘶","MODI VOWEL SIGN VOCALIC RR"
"11637","◌𑘷","MODI VOWEL SIGN VOCALIC L"
"11638","◌𑘸","MODI VOWEL SIGN VOCALIC LL"
"11639","◌𑘹","MODI VOWEL SIGN E"
"1163A","◌𑘺","MODI VOWEL SIGN AI"
"1163D","◌𑘽","MODI SIGN ANUSVARA"
"1163F","◌𑘿","MODI SIGN VIRAMA"
"11640","◌𑙀","MODI SIGN ARDHACANDRA"
"116AB","◌𑚫","TAKRI SIGN ANUSVARA"
"116AD","◌𑚭","TAKRI VOWEL SIGN AA"
"116B0","◌𑚰","TAKRI VOWEL SIGN U"
"116B1","◌𑚱","TAKRI VOWEL SIGN UU"
"116B2","◌𑚲","TAKRI VOWEL SIGN E"
"116B3","◌𑚳","TAKRI VOWEL SIGN AI"
"116B4","◌𑚴","TAKRI VOWEL SIGN O"
"116B5","◌𑚵","TAKRI VOWEL SIGN AU"
"116B7","◌𑚷","TAKRI SIGN NUKTA"
"1171D","◌𑜝","AHOM CONSONANT SIGN MEDIAL LA"
"1171E","◌𑜞","AHOM CONSONANT SIGN MEDIAL RA"
"1171F","◌𑜟","AHOM CONSONANT SIGN MEDIAL LIGATING RA"
"11722","◌𑜢","AHOM VOWEL SIGN I"
"11723","◌𑜣","AHOM VOWEL SIGN II"
"11724","◌𑜤","AHOM VOWEL SIGN U"
"11725","◌𑜥","AHOM VOWEL SIGN UU"
"11727","◌𑜧","AHOM VOWEL SIGN AW"
"11728","◌𑜨","AHOM VOWEL SIGN O"
"11729","◌𑜩","AHOM VOWEL SIGN AI"
"1172A","◌𑜪","AHOM VOWEL SIGN AM"
"1172B","◌𑜫","AHOM SIGN KILLER"
"1182F","◌𑠯","DOGRA VOWEL SIGN U"
"11830","◌𑠰","DOGRA VOWEL SIGN UU"
"11831","◌𑠱","DOGRA VOWEL SIGN VOCALIC R"
"11832","◌𑠲","DOGRA VOWEL SIGN VOCALIC RR"
"11833","◌𑠳","DOGRA VOWEL SIGN E"
"11834","◌𑠴","DOGRA VOWEL SIGN AI"
"11835","◌𑠵","DOGRA VOWEL SIGN O"
"11836","◌𑠶","DOGRA VOWEL SIGN AU"
"11837","◌𑠷","DOGRA SIGN ANUSVARA"
"11839","◌𑠹","DOGRA SIGN VIRAMA"
"1183A","◌𑠺","DOGRA SIGN NUKTA"
"1193B","◌𑤻","DIVES AKURU SIGN ANUSVARA"
"1193C","◌𑤼","DIVES AKURU SIGN CANDRABINDU"
"1193E","◌𑤾","DIVES AKURU VIRAMA"
"11943","◌𑥃","DIVES AKURU SIGN NUKTA"
"119D4","◌𑧔","NANDINAGARI VOWEL SIGN U"
"119D5","◌𑧕","NANDINAGARI VOWEL SIGN UU"
"119D6","◌𑧖","NANDINAGARI VOWEL SIGN VOCALIC R"
"119D7","◌𑧗","NANDINAGARI VOWEL SIGN VOCALIC RR"
"119DA","◌𑧚","NANDINAGARI VOWEL SIGN E"
"119DB","◌𑧛","NANDINAGARI VOWEL SIGN AI"
"119E0","◌𑧠","NANDINAGARI SIGN VIRAMA"
"11A01","◌𑨁","ZANABAZAR SQUARE VOWEL SIGN I"
"11A02","◌𑨂","ZANABAZAR SQUARE VOWEL SIGN UE"
"11A03","◌𑨃","ZANABAZAR SQUARE VOWEL SIGN U"
"11A04","◌𑨄","ZANABAZAR SQUARE VOWEL SIGN E"
"11A05","◌𑨅","ZANABAZAR SQUARE VOWEL SIGN OE"
"11A06","◌𑨆","ZANABAZAR SQUARE VOWEL SIGN O"
"11A07","◌𑨇","ZANABAZAR SQUARE VOWEL SIGN AI"
"11A08","◌𑨈","ZANABAZAR SQUARE VOWEL SIGN AU"
"11A09","◌𑨉","ZANABAZAR SQUARE VOWEL SIGN REVERSED I"
"11A0A","◌𑨊","ZANABAZAR SQUARE VOWEL LENGTH MARK"
"11A33","◌𑨳","ZANABAZAR SQUARE FINAL CONSONANT MARK"
"11A34","◌𑨴","ZANABAZAR SQUARE SIGN VIRAMA"
"11A35","◌𑨵","ZANABAZAR SQUARE SIGN CANDRABINDU"
"11A36","◌𑨶","ZANABAZAR SQUARE SIGN CANDRABINDU WITH ORNAMENT"
"11A37","◌𑨷","ZANABAZAR SQUARE SIGN CANDRA WITH ORNAMENT"
"11A38","◌𑨸","ZANABAZAR SQUARE SIGN ANUSVARA"
"11A3B","◌𑨻","ZANABAZAR SQUARE CLUSTER-FINAL LETTER YA"
"11A3C","◌𑨼","ZANABAZAR SQUARE CLUSTER-FINAL LETTER RA"
"11A3D","◌𑨽","ZANABAZAR SQUARE CLUSTER-FINAL LETTER LA"
"11A3E","◌𑨾","ZANABAZAR SQUARE CLUSTER-FINAL LETTER VA"
"11A47","◌𑩇","ZANABAZAR SQUARE SUBJOINER"
"11A51","◌𑩑","SOYOMBO VOWEL SIGN I"
"11A52","◌𑩒","SOYOMBO VOWEL SIGN UE"
"11A53","◌𑩓","SOYOMBO VOWEL SIGN U"
"11A54","◌𑩔","SOYOMBO VOWEL SIGN E"
"11A55","◌𑩕","SOYOMBO VOWEL SIGN O"
"11A56","◌𑩖","SOYOMBO VOWEL SIGN OE"
"11A59","◌𑩙","SOYOMBO VOWEL SIGN VOCALIC R"
"11A5A","◌𑩚","SOYOMBO VOWEL SIGN VOCALIC L"
"11A5B","◌𑩛","SOYOMBO VOWEL LENGTH MARK"
"11A8A","◌𑪊","SOYOMBO FINAL CONSONANT SIGN G"
"11A8B","◌𑪋","SOYOMBO FINAL CONSONANT SIGN K"
"11A8C","◌𑪌","SOYOMBO FINAL CONSONANT SIGN NG"
"11A8D","◌𑪍","SOYOMBO FINAL CONSONANT SIGN D"
"11A8E","◌𑪎","SOYOMBO FINAL CONSONANT SIGN N"
"11A8F","◌𑪏","SOYOMBO FINAL CONSONANT SIGN B"
"11A90","◌𑪐","SOYOMBO FINAL CONSONANT SIGN M"
"11A91","◌𑪑","SOYOMBO FINAL CONSONANT SIGN R"
"11A92","◌𑪒","SOYOMBO FINAL CONSONANT SIGN L"
"11A93","◌𑪓","SOYOMBO FINAL CONSONANT SIGN SH"
"11A94","◌𑪔","SOYOMBO FINAL CONSONANT SIGN S"
"11A95","◌𑪕","SOYOMBO FINAL CONSONANT SIGN -A"
"11A96","◌𑪖","SOYOMBO SIGN ANUSVARA"
"11A98","◌𑪘","SOYOMBO GEMINATION MARK"
"11A99","◌𑪙","SOYOMBO SUBJOINER"
"11C30","◌𑰰","BHAIKSUKI VOWEL SIGN I"
"11C31","◌𑰱","BHAIKSUKI VOWEL SIGN II"
"11C32","◌𑰲","BHAIKSUKI VOWEL SIGN U"
"11C33","◌𑰳","BHAIKSUKI VOWEL SIGN UU"
"11C34","◌𑰴","BHAIKSUKI VOWEL SIGN VOCALIC R"
"11C35","◌𑰵","BHAIKSUKI VOWEL SIGN VOCALIC RR"
"11C36","◌𑰶","BHAIKSUKI VOWEL SIGN VOCALIC L"
"11C38","◌𑰸","BHAIKSUKI VOWEL SIGN E"
"11C39","◌𑰹","BHAIKSUKI VOWEL SIGN AI"
"11C3A","◌𑰺","BHAIKSUKI VOWEL SIGN O"
"11C3B","◌𑰻","BHAIKSUKI VOWEL SIGN AU"
"11C3C","◌𑰼","BHAIKSUKI SIGN CANDRABINDU"
"11C3D","◌𑰽","BHAIKSUKI SIGN ANUSVARA"
"11C3F","◌𑰿","BHAIKSUKI SIGN VIRAMA"
"11C92","◌𑲒","MARCHEN SUBJOINED LETTER KA"
"11C93","◌𑲓","MARCHEN SUBJOINED LETTER KHA"
